h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate
420010305002063,14,2,5,7,3,6,5,0,0,0,1,6,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,14,0,0,0,0,0,12,2,0,4,6,2,7,7,20130521
420010305002066,22,6,11,5,1,12,9,2,0,0,1,8,0,0,1,2,0,0,1,1,0,0,3,0,2,1,0,22,0,0,0,0,0,22,0,2,6,4,4,17,5,20130521
420010305002067,7,2,4,1,1,3,3,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,6,0,0,1,0,0,7,0,0,3,2,0,6,1,20130521
420010305002068,8,1,3,4,3,1,4,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,7,1,2,3,2,0,2,6,20130521
420010305002071,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420010305002072,4,1,2,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,3,2,0,0,1,2,2,20130521
420010305002074,25,9,11,5,5,9,11,1,0,0,3,6,0,1,2,0,0,0,1,1,0,3,3,0,3,1,0,23,2,0,0,0,0,25,0,1,6,5,4,16,9,20130521
420010305002077,48,7,25,16,9,16,23,1,0,0,2,7,2,4,1,2,3,0,2,2,3,8,5,0,3,3,0,48,0,0,0,0,0,47,1,4,14,10,13,24,24,20130521
420010305002078,11,0,5,6,2,6,3,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,11,0,0,0,0,0,11,0,2,3,5,1,4,7,20130521
420010305002081,17,5,9,3,4,10,3,2,0,0,0,1,1,1,3,0,1,0,0,0,0,2,4,0,2,0,0,17,0,0,0,0,0,17,0,1,5,3,3,8,9,20130521
420010305002082,12,4,5,3,4,4,4,1,0,0,0,2,0,3,0,1,0,0,1,0,1,1,0,0,1,1,0,10,2,0,0,0,0,12,0,2,3,1,2,8,4,20130521
420010305002085,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,20130521
420010305002089,7,3,2,2,3,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,3,6,1,1,1,2,0,1,6,20130521
420010305002090,15,6,6,3,6,4,5,0,0,0,0,4,0,3,0,0,0,1,0,0,0,1,3,0,2,1,0,15,0,0,0,0,0,14,1,2,3,2,2,8,7,20130521
420010306001000,12,4,6,2,5,3,4,0,0,0,0,2,1,2,1,1,0,0,0,0,0,1,0,0,1,2,1,12,0,0,0,0,0,11,1,1,3,0,4,7,5,20130521
420010306001001,4,1,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,4,0,2,1,0,0,1,3,20130521
420010306001003,2,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,20130521
420010306001004,21,3,10,8,11,3,7,1,0,0,0,8,0,2,2,0,0,0,0,1,0,1,1,0,4,1,0,21,0,0,0,0,0,16,5,5,7,4,2,11,10,20130521
420010306001006,21,4,10,7,6,9,6,1,0,0,1,3,0,3,0,1,1,0,1,1,1,1,2,0,5,0,0,20,1,0,0,0,0,21,0,3,6,7,1,12,9,20130521
420010306001007,7,1,5,1,1,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,7,0,0,0,0,0,7,0,0,1,1,4,3,4,20130521
420010306001008,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,20130521
420010306001010,2,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,1,1,20130521
420010306001016,38,6,27,5,7,18,13,0,0,1,0,9,0,1,2,0,0,0,1,0,3,8,5,1,4,0,3,37,0,0,1,0,0,37,1,2,12,11,7,21,17,20130521
420010306001017,9,2,4,3,2,2,5,0,0,0,1,3,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,9,0,0,0,0,0,8,1,2,0,4,1,5,4,20130521
420010306001018,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,20130521
420010306001019,12,4,5,3,4,1,7,1,0,0,0,3,0,1,1,0,0,0,0,1,0,2,1,0,1,1,0,10,0,0,2,0,0,12,0,0,4,3,1,6,6,20130521
420010306001020,3,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,3,0,0,0,1,2,0,3,20130521
420010306001021,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,2,20130521
420010306001022,22,6,15,1,7,10,5,2,0,0,1,1,0,2,0,0,0,0,1,0,0,6,4,0,4,1,0,20,0,0,0,0,2,22,0,3,7,4,2,9,13,20130521
420010306001023,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010306001024,4,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,2,2,2,20130521
420010306001026,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1,3,0,20130521
420010306001027,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,2,20130521
420010306001028,30,7,17,6,9,10,11,0,0,0,2,2,0,3,1,1,0,0,6,0,1,3,3,0,5,1,2,14,0,0,16,0,0,30,0,2,4,6,11,17,13,20130521
420010306001031,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,20130521
420010306001032,15,4,7,4,4,6,5,0,0,0,1,1,2,3,2,0,0,0,2,0,0,3,0,0,0,1,0,14,1,0,0,0,0,15,0,2,5,0,4,6,9,20130521
420010306001036,4,2,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,1,0,0,4,20130521
420010306001039,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,1,1,20130521
420010306001042,18,6,9,3,6,6,6,0,0,0,1,6,0,1,1,0,0,1,0,0,0,3,1,0,1,1,2,17,0,0,0,0,1,18,0,2,3,5,2,10,8,20130521
420010306001048,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20130521
420010306001050,4,0,1,3,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,3,1,0,3,1,0,3,1,20130521
420010306001051,3,0,3,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,2,2,1,20130521
420010306001052,9,1,5,3,3,2,4,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,9,0,0,0,0,0,9,0,1,5,0,2,5,4,20130521
420010306001053,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,20130521
420010306001054,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,2,20130521
420010306001055,3,1,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,1,2,20130521
420010306001057,4,2,2,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,4,0,0,1,1,0,1,3,20130521
420010306001058,9,2,6,1,2,5,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,9,0,0,0,0,0,9,0,0,4,1,2,4,5,20130521
420010306001062,15,2,7,6,2,5,8,0,0,0,2,6,0,1,2,0,0,0,0,0,0,0,1,0,1,0,2,15,0,0,0,0,0,13,2,3,7,2,1,10,5,20130521
420010306001063,8,1,5,2,2,3,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,8,0,0,0,0,0,7,1,1,2,3,1,5,3,20130521
420010306001065,394,81,216,97,90,134,170,2,1,1,22,57,14,42,10,7,12,3,25,7,20,42,48,4,25,15,37,359,33,0,1,0,1,386,8,31,90,104,88,205,189,20130521
420010306001068,195,43,121,31,43,56,96,1,1,2,8,20,11,20,8,5,9,3,13,2,4,12,27,4,13,6,26,195,0,0,0,0,0,195,0,13,48,43,48,113,82,20130521
420010306001069,10,2,6,2,2,3,5,0,0,0,0,3,0,1,0,0,0,0,2,0,0,2,1,0,0,1,0,10,0,0,0,0,0,10,0,0,3,2,3,5,5,20130521
420010306001070,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,20130521
420010306001072,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,20130521
420010306001073,5,0,4,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,5,0,1,1,0,3,3,2,20130521
420010306001079,4,1,1,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,2,0,1,1,1,2,2,20130521
420010306001080,10,1,8,1,2,4,4,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,9,0,0,0,0,1,9,1,0,3,3,3,5,5,20130521
420010306001081,8,2,6,0,3,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,8,0,0,0,0,0,8,0,0,4,2,0,2,6,20130521
420010306001082,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010306001083,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010306001084,7,1,5,1,1,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,0,0,7,0,0,0,0,0,0,7,1,3,2,0,1,6,20130521
420010306001085,6,2,0,4,2,1,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,6,0,0,2,2,0,5,1,20130521
420010306001088,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,1,1,20130521
420010306002010,4,1,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,4,0,0,2,0,1,3,1,20130521
420010306002012,3,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,1,1,2,20130521
420010306002015,4,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,4,0,0,0,0,0,4,0,0,2,1,0,1,3,20130521
420010306002016,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,1,1,20130521
420010306002020,5,0,2,3,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,5,0,0,3,1,1,1,4,20130521
420010306002021,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,1,1,1,20130521
420010306002022,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,20130521
420010306002023,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,2,20130521
420010306002024,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,20130521
420010306002025,8,2,4,2,1,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,8,0,0,0,0,0,8,0,2,3,0,1,4,4,20130521
420010306002026,5,1,3,1,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,4,1,0,2,2,0,1,4,20130521
420010306002027,3,0,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,3,0,20130521
420010306002030,12,6,3,3,3,4,5,1,0,0,1,5,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,11,0,1,0,0,0,11,1,1,2,2,1,8,4,20130521
420010306002032,15,4,8,3,4,7,4,1,0,0,2,3,0,2,0,0,1,0,0,1,1,0,1,0,3,0,0,15,0,0,0,0,0,14,1,2,3,4,2,7,8,20130521
420010306002035,7,1,2,4,1,1,5,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,7,0,1,3,1,1,6,1,20130521
420010306002037,12,2,6,4,3,4,5,0,0,0,2,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,2,12,0,0,0,0,0,12,0,0,2,5,3,5,7,20130521
420010306002040,7,4,1,2,4,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,7,0,0,0,0,0,3,4,1,1,0,1,2,5,20130521
420010306002044,16,3,11,2,4,8,4,1,0,0,0,4,0,3,1,0,2,0,1,0,0,1,1,0,2,0,0,16,0,0,0,0,0,16,0,0,6,5,2,5,11,20130521
420010306002045,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,20130521
420010306002046,9,2,6,1,2,3,4,0,0,0,1,2,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,9,0,0,0,0,0,9,0,0,2,4,1,3,6,20130521
420010306002047,4,1,1,2,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,1,2,2,20130521
420010306002050,4,0,2,2,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,4,0,0,1,2,1,3,1,20130521
420010306002051,5,2,2,1,0,3,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,1,2,3,2,20130521
420010306002055,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1,1,2,20130521
420010306002056,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,1,20130521
420010306002057,5,2,3,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,2,0,5,0,0,0,2,1,4,1,20130521
420010306002058,3,1,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,1,0,3,20130521
420010306002059,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,2,20130521
420010306002060,36,10,17,9,9,12,15,2,0,0,4,7,1,2,1,1,0,0,1,0,0,2,7,0,4,1,3,34,0,0,2,0,0,36,0,3,8,8,7,21,15,20130521
420010306002061,29,10,11,8,12,11,6,0,0,1,1,4,0,1,0,1,0,0,1,0,1,3,6,0,4,5,1,28,0,0,0,0,1,28,1,3,6,8,2,14,15,20130521
420010306002062,4,2,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,1,1,3,1,20130521
420010306002063,8,0,6,2,2,1,5,0,0,0,2,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,2,6,2,3,2,1,2,6,2,20130521
420010306002064,11,3,4,4,3,4,4,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,2,0,1,0,0,11,0,0,0,0,0,11,0,2,1,4,1,6,5,20130521
420010306002065,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,2,20130521
420010306002066,9,3,3,3,5,1,3,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,1,0,2,0,0,9,0,0,0,0,0,9,0,1,1,1,3,4,5,20130521
420010306002068,21,4,11,6,4,9,8,0,0,0,1,6,0,1,2,0,0,0,0,0,0,2,4,1,2,0,2,21,0,0,0,0,0,21,0,3,7,3,4,11,10,20130521
420010306002069,5,1,3,1,2,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,5,0,1,1,2,0,3,2,20130521
420010306002070,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0,20130521
420010306002072,8,2,1,5,2,3,3,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,8,0,0,0,0,0,8,0,0,0,4,2,6,2,20130521
420010306002078,65,12,42,11,11,34,20,2,1,0,3,17,0,6,2,3,1,0,1,0,3,6,5,2,9,1,3,60,1,4,0,0,0,53,12,9,17,17,10,39,26,20130521
420010306002079,12,3,7,2,2,4,6,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,3,1,2,0,0,12,0,0,0,0,0,11,1,0,5,1,3,3,9,20130521
420010306002080,8,2,6,0,2,3,3,0,0,0,1,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,8,0,2,1,3,0,6,2,20130521
420010306002081,3,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,0,3,20130521
420010306002082,8,1,2,5,5,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,8,0,0,0,0,0,8,0,1,3,3,0,4,4,20130521
420010306002089,5,0,4,1,2,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,5,0,1,1,2,1,2,3,20130521
420010306002090,9,1,4,4,2,3,4,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,0,0,2,0,0,9,0,0,0,0,0,9,0,1,1,5,1,5,4,20130521
420010306002091,8,1,7,0,1,6,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,8,0,0,0,0,0,8,0,0,3,3,1,3,5,20130521
420010306002093,10,2,4,4,2,2,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,2,0,0,2,0,10,0,0,0,0,0,10,0,0,3,3,2,4,6,20130521
420010306002094,8,1,6,1,2,2,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,2,0,1,8,0,0,0,0,0,7,1,0,3,1,3,4,4,20130521
420010306003000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,20130521
420010306003002,20,4,11,5,8,7,5,0,0,1,3,2,0,2,1,0,1,0,1,0,1,2,3,1,1,0,1,20,0,0,0,0,0,20,0,2,5,6,3,5,15,20130521
420010306003003,12,4,4,4,3,3,6,0,0,0,1,1,0,0,0,1,1,0,0,0,0,5,2,0,1,0,0,12,0,0,0,0,0,10,2,2,2,2,2,5,7,20130521
420010306003004,9,4,4,1,4,2,3,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,9,0,0,0,0,0,8,1,1,2,1,1,6,3,20130521
420010306003006,27,3,19,5,2,12,13,1,0,0,1,7,0,1,1,0,1,0,1,0,1,4,5,0,2,0,2,25,2,0,0,0,0,24,3,2,9,6,7,9,18,20130521
420010306003007,20,2,13,5,4,8,8,0,0,0,4,2,0,0,0,1,0,1,2,0,2,4,0,0,2,0,2,20,0,0,0,0,0,20,0,3,11,1,3,11,9,20130521
420010306003008,27,11,13,3,8,14,5,2,0,0,3,4,1,3,2,0,1,0,1,0,0,1,4,0,2,1,2,27,0,0,0,0,0,23,4,0,7,7,2,18,9,20130521
420010306003011,16,3,11,2,3,7,6,0,0,0,0,6,1,2,0,0,0,0,0,0,1,2,2,0,1,1,0,16,0,0,0,0,0,15,1,1,2,6,4,8,8,20130521
420010306003017,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010306003018,51,13,25,13,10,25,16,1,1,0,1,8,2,4,1,0,2,1,0,1,3,7,7,3,5,4,0,49,1,0,1,0,0,50,1,6,12,12,8,24,27,20130521
420010306003021,9,2,6,1,2,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,3,0,1,0,0,9,0,0,0,0,0,9,0,1,3,1,2,3,6,20130521
420010306003025,4,0,4,0,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,3,1,3,0,0,3,1,20130521
420010306003026,6,3,2,1,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,6,0,0,0,0,0,6,0,0,3,0,0,5,1,20130521
420010306003027,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,1,20130521
420010306003028,3,0,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,1,2,0,1,2,20130521
420010306003029,91,17,53,21,21,32,38,1,0,1,12,15,0,4,6,1,2,1,5,1,3,12,13,1,11,1,1,86,0,0,2,0,3,89,2,4,21,32,17,45,46,20130521
420010306003030,8,2,5,1,0,5,3,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,8,0,0,0,0,0,7,1,0,2,2,2,4,4,20130521
420010306003031,21,6,13,2,4,7,10,0,0,1,1,2,2,5,0,0,2,0,1,0,1,2,1,0,2,1,0,21,0,0,0,0,0,21,0,2,1,8,4,13,8,20130521
420010306003032,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,1,1,20130521
420010306003033,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,20130521
420010306003034,28,2,16,10,6,11,11,1,0,0,1,8,1,2,0,0,1,0,1,0,0,4,6,0,3,0,0,26,1,0,0,0,1,28,0,2,6,11,7,13,15,20130521
420010306003035,22,4,13,5,8,7,7,0,0,0,3,6,0,2,0,0,0,0,1,0,1,1,2,0,3,2,1,22,0,0,0,0,0,22,0,1,6,6,5,11,11,20130521
420010306003036,35,6,17,12,12,9,14,2,0,0,3,6,2,0,2,1,1,1,1,0,2,3,2,1,4,2,2,35,0,0,0,0,0,34,1,4,8,10,7,23,12,20130521
420010306003037,3,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,1,2,20130521
420010306003038,7,1,3,3,4,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,7,0,0,0,0,0,7,0,0,2,2,2,2,5,20130521
420010306003039,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,20130521
420010306003041,7,0,5,2,0,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,7,0,0,0,0,0,7,0,0,1,4,2,2,5,20130521
420010306003042,21,3,14,4,4,5,12,0,0,0,0,7,0,2,0,1,0,0,0,0,2,1,2,0,4,1,1,17,1,3,0,0,0,21,0,3,4,9,2,16,5,20130521
420010306003043,6,0,5,1,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,6,0,0,0,0,0,6,0,0,4,0,2,4,2,20130521
420010306003047,8,5,1,2,3,2,3,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,8,0,0,1,1,1,6,2,20130521
420010306003048,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,20130521
420010306003051,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,20130521
420010306003052,3,0,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,1,0,3,20130521
420010306003053,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20130521
420010306003054,6,1,5,0,1,3,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,1,2,1,5,20130521
420010306003056,62,12,39,11,18,18,26,1,0,0,2,14,3,3,0,1,0,1,2,0,2,10,6,0,11,4,2,62,0,0,0,0,0,61,1,2,16,21,11,35,27,20130521
420010306003057,30,4,13,13,5,14,11,2,0,0,2,4,1,0,1,0,0,0,2,0,1,2,4,1,7,2,1,28,1,0,0,0,1,29,1,3,12,3,8,14,16,20130521
